CustomerID,Age,Annual Income (k$),Spending Score (1-100)
120,0.6153846153846154,0.4262295081967213,0.5714285714285714
121,0.17307692307692307,0.4262295081967213,0.5612244897959183
122,0.38461538461538464,0.4262295081967213,0.3979591836734694
123,0.4230769230769231,0.4426229508196721,0.5816326530612245
124,0.40384615384615385,0.4426229508196721,0.9183673469387755
125,0.09615384615384616,0.45081967213114754,0.2857142857142857
126,0.25,0.45081967213114754,0.7755102040816326
127,0.4807692307692308,0.45901639344262296,0.3469387755102041
128,0.4230769230769231,0.45901639344262296,0.9591836734693877
129,0.7884615384615384,0.45901639344262296,0.10204081632653061
130,0.38461538461538464,0.45901639344262296,0.7551020408163265
131,0.5576923076923077,0.45901639344262296,0.08163265306122448
132,0.40384615384615385,0.45901639344262296,0.7551020408163265
133,0.1346153846153846,0.4672131147540984,0.336734693877551
134,0.25,0.4672131147540984,0.7142857142857143
135,0.038461538461538464,0.47540983606557374,0.04081632653061224
136,0.21153846153846154,0.47540983606557374,0.8877551020408163
137,0.5,0.47540983606557374,0.061224489795918366
138,0.2692307692307692,0.47540983606557374,0.7346938775510204
139,0.019230769230769232,0.48360655737704916,0.09183673469387756
140,0.3269230769230769,0.48360655737704916,0.7244897959183674
141,0.75,0.4918032786885246,0.04081632653061224
142,0.2692307692307692,0.4918032786885246,0.9387755102040817
143,0.19230769230769232,0.5,0.3979591836734694
144,0.2692307692307692,0.5,0.8775510204081632
145,0.1346153846153846,0.5081967213114754,0.11224489795918367
146,0.19230769230769232,0.5081967213114754,0.9795918367346939
147,0.5769230769230769,0.5081967213114754,0.35714285714285715
148,0.2692307692307692,0.5081967213114754,0.7448979591836735
149,0.3076923076923077,0.5163934426229508,0.21428571428571427
150,0.3076923076923077,0.5163934426229508,0.9081632653061225
151,0.4807692307692308,0.5163934426229508,0.16326530612244897
152,0.40384615384615385,0.5163934426229508,0.8877551020408163
153,0.5,0.5163934426229508,0.19387755102040816
154,0.38461538461538464,0.5163934426229508,0.7653061224489796
155,0.5576923076923077,0.5163934426229508,0.15306122448979592
156,0.17307692307692307,0.5163934426229508,0.8979591836734694
157,0.36538461538461536,0.5163934426229508,0.0
158,0.23076923076923078,0.5163934426229508,0.7857142857142857
159,0.3076923076923077,0.5163934426229508,0.0
160,0.23076923076923078,0.5163934426229508,0.7346938775510204
161,0.7307692307692307,0.5245901639344263,0.3469387755102041
162,0.21153846153846154,0.5245901639344263,0.8367346938775511
163,0.019230769230769232,0.5409836065573771,0.04081632653061224
164,0.25,0.5409836065573771,0.9387755102040817
165,0.6153846153846154,0.5737704918032787,0.25510204081632654
166,0.34615384615384615,0.5737704918032787,0.7551020408163265
167,0.46153846153846156,0.5819672131147541,0.19387755102040816
168,0.28846153846153844,0.5819672131147541,0.9591836734693877
169,0.34615384615384615,0.5901639344262295,0.2653061224489796
170,0.2692307692307692,0.5901639344262295,0.6326530612244898
171,0.4230769230769231,0.5901639344262295,0.12244897959183673
172,0.19230769230769232,0.5901639344262295,0.7551020408163265
173,0.34615384615384615,0.5901639344262295,0.09183673469387756
174,0.34615384615384615,0.5901639344262295,0.9285714285714286
175,0.6538461538461539,0.5983606557377049,0.12244897959183673
176,0.23076923076923078,0.5983606557377049,0.8673469387755102
177,0.7692307692307693,0.5983606557377049,0.14285714285714285
178,0.17307692307692307,0.5983606557377049,0.6938775510204082
179,0.7884615384615384,0.639344262295082,0.1326530612244898
180,0.3269230769230769,0.639344262295082,0.9081632653061225
181,0.36538461538461536,0.6721311475409836,0.3163265306122449
182,0.2692307692307692,0.6721311475409836,0.8673469387755102
183,0.5384615384615384,0.680327868852459,0.14285714285714285
184,0.21153846153846154,0.680327868852459,0.8877551020408163
185,0.4423076923076923,0.6885245901639344,0.3877551020408163
186,0.23076923076923078,0.6885245901639344,0.9795918367346939
187,0.6923076923076923,0.7049180327868853,0.23469387755102042
188,0.19230769230769232,0.7049180327868853,0.6836734693877551
189,0.4423076923076923,0.7213114754098361,0.16326530612244897
190,0.34615384615384615,0.7213114754098361,0.8571428571428571
191,0.3076923076923077,0.7213114754098361,0.22448979591836735
192,0.2692307692307692,0.7213114754098361,0.6938775510204082
193,0.28846153846153844,0.8032786885245902,0.07142857142857142
194,0.38461538461538464,0.8032786885245902,0.9183673469387755
195,0.5576923076923077,0.860655737704918,0.15306122448979592
196,0.3269230769230769,0.860655737704918,0.7959183673469388
197,0.5192307692307693,0.9098360655737705,0.2755102040816326
198,0.2692307692307692,0.9098360655737705,0.7448979591836735
199,0.2692307692307692,1.0,0.17346938775510204
200,0.23076923076923078,1.0,0.8367346938775511
